Word,PoS,GermaNet_fields
Basston,nomen,natPhaenomen
Winddruck,nomen,natPhaenomen
Karneol,nomen,natGegenstand
Klei,nomen,natGegenstand
Quaderstein,nomen,natGegenstand
Nutzholz,nomen,natGegenstand
Hartholz,nomen,natGegenstand
einregnen,verben,natPhaenomen
Arnika,nomen,Pflanze
Sepia,nomen,Tier
Zander,nomen,Tier
Einzelgänger,nomen,Tier
Säger,nomen,Tier
Nerz,nomen,Tier
Erstickung,nomen,natPhaenomen
Drift,nomen,natPhaenomen
Obstschale,nomen,Pflanze
Akazienbaum,nomen,Pflanze
Bananenstaude,nomen,Pflanze
Belaubung,nomen,natPhaenomen Pflanze
Eichenzweig,nomen,Pflanze
Bananenblatt,nomen,Pflanze
Yams,nomen,Pflanze
Schaumkraut,nomen,Pflanze
Skunk,nomen,Tier
Fischadler,nomen,Tier
Marienkäfer,nomen,Tier
Schmerle,nomen,Tier
Zugpferd,nomen,Tier
Knurrhahn,nomen,Tier
Feuerwalze,nomen,Tier
Hirschkalb,nomen,Tier
Fliegenschnäpper,nomen,Tier
Kaiman,nomen,Tier
Kropfgans,nomen,Tier
Firnschnee,nomen,natPhaenomen
Sonnwendfeuer,nomen,natPhaenomen
Flammentod,nomen,natPhaenomen
Moorerde,nomen,natGegenstand
Holzbohle,nomen,natGegenstand
Brutplatz,nomen,natGegenstand
ausglühen,verben,natPhaenomen
Argonaut,nomen,Tier
Versuchskaninchen,nomen,Tier
Krebsschere,nomen,Pflanze
Klamotte,nomen,natGegenstand
Zittergras,nomen,Pflanze
Gladiole,nomen,Pflanze
Aronstab,nomen,Pflanze
Jute,nomen,Pflanze
Labkraut,nomen,Pflanze
Pollen,nomen,Pflanze
Mauerpfeffer,nomen,Pflanze
Olivenzweig,nomen,Pflanze
Efeublatt,nomen,Pflanze
Bananenschale,nomen,Pflanze
Eichenrinde,nomen,Pflanze
Baobab,nomen,Pflanze
Wassergeflügel,nomen,Tier
Mastschwein,nomen,Tier
Misteldrossel,nomen,Tier
Wachtelkönig,nomen,Tier
Blaukehlchen,nomen,Tier
Austernfischer,nomen,Tier
Steinmarder,nomen,Tier
Gürteltier,nomen,Tier
Jungvogel,nomen,Tier
Felchen,nomen,Tier
Kavalleriepferd,nomen,Tier
Ichthyosaurus,nomen,Tier
Kobra,nomen,Tier
Beutetier,nomen,Tier
Rohrammer,nomen,Tier
Dalmatiner,nomen,Tier
Milbe,nomen,Tier
Tatzelwurm,nomen,Tier
Dammbruch,nomen,natPhaenomen
Sandsturm,nomen,natPhaenomen
Hagelsturm,nomen,natPhaenomen
Sog,nomen,natPhaenomen
Windhose,nomen,natPhaenomen
Zentrifugalkraft,nomen,natPhaenomen
Nebengeräusch,nomen,natPhaenomen
Katalyse,nomen,natPhaenomen
Tornado,nomen,natPhaenomen
Passatwind,nomen,natPhaenomen
Wüstenboden,nomen,natGegenstand
Eiswand,nomen,natGegenstand
Felskegel,nomen,natGegenstand
Erzlager,nomen,natGegenstand
Spanner,nomen,Tier
Widerspiegelung,nomen,natPhaenomen
Sonnenhut,nomen,Pflanze
Signallicht,nomen,natPhaenomen
Trollblume,nomen,Pflanze
Laubblatt,nomen,Pflanze
Macchie,nomen,Pflanze
Päonie,nomen,Pflanze
Pfirsichbaum,nomen,Pflanze
Dolde,nomen,Pflanze
Habichtskraut,nomen,Pflanze
Adlerfarn,nomen,Pflanze
Johanniskraut,nomen,Pflanze
Magnolie,nomen,Pflanze
Mohnsaft,nomen,Pflanze
Blumenranke,nomen,Pflanze
Grassamen,nomen,Pflanze
Sumpfdotterblume,nomen,Pflanze
Zwergmaus,nomen,Tier
Weidevieh,nomen,Tier
Ziegenmelker,nomen,Tier
Bartgeier,nomen,Tier
Uferschwalbe,nomen,Tier
Tümmler,nomen,Tier
Stockente,nomen,Tier
Kohlweißling,nomen,Tier
Halbaffe,nomen,Tier
Bienenkönigin,nomen,Tier
Triel,nomen,Tier
Haubentaucher,nomen,Tier
Hausmaus,nomen,Tier
Bläuling,nomen,Tier
Mikrobe,nomen,Tier
Schneehase,nomen,Tier
Raubkäfer,nomen,Tier
Harpyie,nomen,Tier
Pillendreher,nomen,Tier
Leonberger,nomen,Tier
Färse,nomen,Tier
Kaisermantel,nomen,Tier
Blaufuchs,nomen,Tier
Beuteltier,nomen,Tier
Engerling,nomen,Tier
Kakerlak,nomen,Tier
Riesenschildkröte,nomen,Tier
Meerungeheuer,nomen,Tier
Angorakaninchen,nomen,Tier
Welfe,nomen,Tier
Welpe,nomen,Tier
Stimmton,nomen,natPhaenomen
Regenfall,nomen,natPhaenomen
Plejaden,nomen,natPhaenomen
Donnergrollen,nomen,natPhaenomen
Wasserstrudel,nomen,natPhaenomen
Fällung,nomen,natPhaenomen
Stoßkraft,nomen,natPhaenomen
Großfeuer,nomen,natPhaenomen
Winterregen,nomen,natPhaenomen
Holzkohlenfeuer,nomen,natPhaenomen
Torffeuer,nomen,natPhaenomen
Stalaktit,nomen,natGegenstand
Seeboden,nomen,natGegenstand
Kiesboden,nomen,natGegenstand
Oberboden,nomen,natGegenstand
schneereich,adj,natPhaenomen
Nordnordost,nomen,natPhaenomen
Exot,nomen,Tier
Septime,nomen,natPhaenomen
Aufwind,nomen,natPhaenomen
Durchschlagskraft,nomen,natPhaenomen
Muffel,nomen,Tier
Moosbeere,nomen,Pflanze
Giftpilz,nomen,Pflanze
Waldweide,nomen,Pflanze
Walderdbeere,nomen,Pflanze
Teeblatt,nomen,Pflanze
Siebenstern,nomen,Pflanze
Alpenpflanze,nomen,Pflanze
Emmer,nomen,Pflanze
Tabakblatt,nomen,Pflanze
Frauenmantel,nomen,Pflanze
Sonnenblumenkern,nomen,Pflanze
Korkeiche,nomen,Pflanze
Affenbrotbaum,nomen,Pflanze
Blumenzwiebel,nomen,Pflanze
Kleinvieh,nomen,Tier
Muräne,nomen,Tier
Kreuzkröte,nomen,Tier
Wasserkäfer,nomen,Tier
Schwimmkäfer,nomen,Tier
Wühlmaus,nomen,Tier
Petermännchen,nomen,Tier
Wanderratte,nomen,Tier
Zirkuspferd,nomen,Tier
Setter,nomen,Tier
Mauerschwalbe,nomen,Tier
Rosenkäfer,nomen,Tier
Seekuh,nomen,Tier
Rehkitz,nomen,Tier
Windströmung,nomen,natPhaenomen
Orgelpunkt,nomen,natPhaenomen
Unterdruck,nomen,natPhaenomen
Gedankenübertragung,nomen,natPhaenomen
Mure,nomen,natPhaenomen
Lichtgeschwindigkeit,nomen,natPhaenomen
Felsstein,nomen,natGegenstand
Krähennest,nomen,natGegenstand
Schuttkegel,nomen,natGegenstand
Erdkruste,nomen,natGegenstand
Altholz,nomen,natGegenstand
Aquamarin,nomen,natGegenstand
Lärchenholz,nomen,natGegenstand
Chrysopras,nomen,natGegenstand
Bordstein,nomen,natGegenstand
blattlos,adj,natPhaenomen
fruchttragend,adj,natPhaenomen
Erdscheibe,nomen,Pflanze
Rotkohl,nomen,Pflanze
Beluga,nomen,Tier
Kappes,nomen,Pflanze
Abstoßung,nomen,natPhaenomen
Generationswechsel,nomen,natPhaenomen
Naturton,nomen,natPhaenomen
Baumwollsamen,nomen,Pflanze
Kornähre,nomen,Pflanze
Schuppenwurz,nomen,Pflanze
Ampfer,nomen,Pflanze
Stielchen,nomen,Pflanze
Ysop,nomen,Pflanze
Aurikel,nomen,Pflanze
Blutströpfchen,nomen,Pflanze
Kreuzkraut,nomen,Pflanze
Wasserhahnenfuß,nomen,Pflanze
Lotosblüte,nomen,Pflanze
Nachtkerze,nomen,Pflanze
Dornenstrauch,nomen,Pflanze
Grünling,nomen,Pflanze Tier
Einsiedlerkrebs,nomen,Tier
Stinktier,nomen,Tier
Nacktschnecke,nomen,Tier
Schiffsboot,nomen,Tier
Bologneser,nomen,Tier
Midgardschlange,nomen,Tier
Käferlarve,nomen,Tier
Jungtier,nomen,Tier
Stint,nomen,Tier
Ichthyosaurier,nomen,Tier
Vorstehhund,nomen,Tier
Mückenlarve,nomen,Tier
Wildgeflügel,nomen,Tier
Kriegselefant,nomen,Tier
Baummarder,nomen,Tier
Riesenwelle,nomen,natPhaenomen
Landwind,nomen,natPhaenomen
Mündungsfeuer,nomen,natPhaenomen
Nebensonne,nomen,natPhaenomen
Windstärke,nomen,natPhaenomen
Brausen,nomen,natPhaenomen
Erdwärme,nomen,natPhaenomen
Hitzewelle,nomen,natPhaenomen
Blumenerde,nomen,natGegenstand
Furnier,nomen,natGegenstand
Kulturboden,nomen,natGegenstand
Turmalin,nomen,natGegenstand
hochsommerlich,adj,natPhaenomen
Substrat,nomen,natGegenstand
Kochsalz,nomen,natGegenstand
Friktion,nomen,natPhaenomen
Pflanzensaft,nomen,Pflanze
Mehlbeere,nomen,Pflanze
Krähenbeere,nomen,Pflanze
Telepathie,nomen,natPhaenomen
Flaute,nomen,natPhaenomen
Wasserwelle,nomen,natPhaenomen
Kreuzblume,nomen,Pflanze
Steinbohrer,nomen,Tier
Pflanzenreich,nomen,Pflanze
Birkenzweig,nomen,Pflanze
Orchis,nomen,Pflanze
Blasentang,nomen,Pflanze
Kiefernnadel,nomen,Pflanze
Reiskorn,nomen,Pflanze
Wurzelballen,nomen,Pflanze
Nieswurz,nomen,Pflanze
Edelrose,nomen,Pflanze
Tamarinde,nomen,Pflanze
Tamarindenbaum,nomen,Pflanze
Melisse,nomen,Pflanze
Staubfaden,nomen,Pflanze
Wegwarte,nomen,Pflanze
Traubenkirsche,nomen,Pflanze
Maulbeere,nomen,Pflanze
Mistelzweig,nomen,Pflanze
Hungerblümchen,nomen,Pflanze
Lichtnelke,nomen,Pflanze
Nutzpflanze,nomen,Pflanze
Gallapfel,nomen,Pflanze
Hartriegel,nomen,Pflanze
Stechapfel,nomen,Pflanze
Piranha,nomen,Tier
Truthenne,nomen,Tier
Insektenwelt,nomen,Tier
Grasfrosch,nomen,Tier
Papillon,nomen,Tier
Beißer,nomen,Tier
Bachforelle,nomen,Tier
Bockkäfer,nomen,Tier
Uräusschlange,nomen,Tier
Zippe,nomen,Tier
Kerbtier,nomen,Tier
Fleischfresser,nomen,Tier
Breitling,nomen,Tier
Schillerfalter,nomen,Tier
Brandmaus,nomen,Tier
Blauracke,nomen,Tier
Großwild,nomen,Tier
Archäopteryx,nomen,Tier
Seidenspinner,nomen,Tier
Feldhase,nomen,Tier
Wassertier,nomen,Tier
Uferläufer,nomen,Tier
Küchenschabe,nomen,Tier
Kriechtier,nomen,Tier
Sonnenstern,nomen,Tier
Wildvogel,nomen,Tier
Haflinger,nomen,Tier
Wirbeltier,nomen,Tier
Schlupfwespe,nomen,Tier
Kleinvogel,nomen,Tier
Wildtier,nomen,Tier
Windstrom,nomen,natPhaenomen
Exitus,nomen,natPhaenomen
Windschatten,nomen,natPhaenomen
Federdruck,nomen,natPhaenomen
Erdrutsch,nomen,natPhaenomen
Seebeben,nomen,natPhaenomen
Brutgeschäft,nomen,natPhaenomen
Basaltfelsen,nomen,natGegenstand
Tuffstein,nomen,natGegenstand
Mondstein,nomen,natGegenstand
Sandsteinfelsen,nomen,natGegenstand
Kilometerstein,nomen,natGegenstand
Ostwand,nomen,natGegenstand
Glimmerschiefer,nomen,natGegenstand
Kiefernholz,nomen,natGegenstand
Grabenwand,nomen,natGegenstand
Lehmziegel,nomen,natGegenstand
Langholz,nomen,natGegenstand
vegetationslos,adj,natPhaenomen
frühlingshaft,adj,natPhaenomen
sonnenreich,adj,natPhaenomen
wildwuchernd,adj,natPhaenomen
kondensieren,verben,natPhaenomen
Schwade,nomen,natPhaenomen
Rizinus,nomen,Pflanze
Silberfuchs,nomen,Tier
Zyklon,nomen,natPhaenomen
Knöllchen,nomen,Pflanze
Transmission,nomen,natPhaenomen
Wiesenschaumkraut,nomen,Pflanze
Alpenflora,nomen,Pflanze
Knabenkraut,nomen,Pflanze
Schimmelpilz,nomen,Pflanze
Schwarzdorn,nomen,Pflanze
Märzveilchen,nomen,Pflanze
Futterrübe,nomen,Pflanze
Hochstamm,nomen,Pflanze
Rosenranke,nomen,Pflanze
Wachsblume,nomen,Pflanze
Sandrohr,nomen,Pflanze
Pestwurz,nomen,Pflanze
Wasserschierling,nomen,Pflanze
Schwingel,nomen,Pflanze
Gerberlohe,nomen,Pflanze
Birnenbaum,nomen,Pflanze
Blütendolde,nomen,Pflanze
Blätterkrone,nomen,Pflanze
Sinnpflanze,nomen,Pflanze
Dotterblume,nomen,Pflanze
Pfeifengras,nomen,Pflanze
Drosselrohrsänger,nomen,Tier
Tannenmeise,nomen,Tier
Riesenfaultier,nomen,Tier
Gabelweihe,nomen,Tier
Sprosser,nomen,Tier
Lippenbär,nomen,Tier
Jungfisch,nomen,Tier
Gottesanbeterin,nomen,Tier
Weberknecht,nomen,Tier
Erdkröte,nomen,Tier
Feuerkäfer,nomen,Tier
Mäusebussard,nomen,Tier
Flohkrebs,nomen,Tier
Silberfischchen,nomen,Tier
Paradepferd,nomen,Tier
Molluske,nomen,Tier
Kellerassel,nomen,Tier
Emu,nomen,Tier
Beagle,nomen,Tier
Moschusochse,nomen,Tier
Tsetsefliege,nomen,Tier
Kormoran,nomen,Tier
Isegrim,nomen,Tier
Rüsseltier,nomen,Tier
Mutterstute,nomen,Tier
Rüsselkäfer,nomen,Tier
Wasserläufer,nomen,Tier
Pfingstochse,nomen,Tier
Legehenne,nomen,Tier
Wacholderdrossel,nomen,Tier
Wegschnecke,nomen,Tier
Pferdeegel,nomen,Tier
Coyote,nomen,Tier
Schneeregen,nomen,natPhaenomen
Sexte,nomen,natPhaenomen
Grabeskälte,nomen,natPhaenomen
Leitton,nomen,natPhaenomen
Sonnenenergie,nomen,natPhaenomen
Aprilschauer,nomen,natPhaenomen
Wechselstrom,nomen,natPhaenomen
Rückenwind,nomen,natPhaenomen
Flusssand,nomen,natGegenstand
Fischgrund,nomen,natGegenstand
Zauberstein,nomen,natGegenstand
Kalkboden,nomen,natGegenstand
Felsformation,nomen,natGegenstand
Birnbaumholz,nomen,natGegenstand
Eisenstein,nomen,natGegenstand
Felsklotz,nomen,natGegenstand
Meteorstein,nomen,natGegenstand
Reisstroh,nomen,natGegenstand
wabern,verben,natPhaenomen
feuchtheiß,adj,natPhaenomen
Rotfuchs,nomen,Tier
zündeln,verben,natPhaenomen
Wirsing,nomen,Pflanze
Kuskus,nomen,Tier
Lemure,nomen,Tier
Tagundnachtgleiche,nomen,natPhaenomen
Zerrung,nomen,natPhaenomen
losplatzen,verben,natPhaenomen
Hauptton,nomen,natPhaenomen
Überdruck,nomen,natPhaenomen
Splint,nomen,Pflanze
Haselkätzchen,nomen,Pflanze
Gummiarabikum,nomen,Pflanze
Froschlöffel,nomen,Pflanze
Eigengewächs,nomen,Pflanze
Zitronenschale,nomen,Pflanze
Staubgefäß,nomen,Pflanze
Tulpenzwiebel,nomen,Pflanze
Winterroggen,nomen,Pflanze
Holler,nomen,Pflanze
Klatschmohn,nomen,Pflanze
Hauptast,nomen,Pflanze
Kletterpflanze,nomen,Pflanze
Esparsette,nomen,Pflanze
Pflanzensamen,nomen,Pflanze
Weltesche,nomen,Pflanze
Resede,nomen,Pflanze
Apfelschale,nomen,Pflanze
Nadelgehölz,nomen,Pflanze
Schmetterlingsblüte,nomen,Pflanze
Hackfrucht,nomen,Pflanze
Zierbaum,nomen,Pflanze
Kürbiskern,nomen,Pflanze
Türkenbund,nomen,Pflanze
Chinarinde,nomen,Pflanze
Laichkraut,nomen,Pflanze
Rainfarn,nomen,Pflanze
Zitterpappel,nomen,Pflanze
Pelztier,nomen,Tier
Springbock,nomen,Tier
Nashornkäfer,nomen,Tier
Seenadel,nomen,Tier
Raubkatze,nomen,Tier
Bergfink,nomen,Tier
Hopf,nomen,Tier
Rotauge,nomen,Tier
Höhlenlöwe,nomen,Tier
Sägefisch,nomen,Tier
Alttier,nomen,Tier
Fitis,nomen,Tier
Klippfisch,nomen,Tier
Maulwurfsgrille,nomen,Tier
Waran,nomen,Tier
Vogelspinne,nomen,Tier
Zuchthengst,nomen,Tier
Pflanzenfresser,nomen,Tier
Wildpferd,nomen,Tier
Ringdrossel,nomen,Tier
Elchwild,nomen,Tier
Waldeidechse,nomen,Tier
Meeresbewohner,nomen,Tier
Wasserfloh,nomen,Tier
Hühnervogel,nomen,Tier
Feuersalamander,nomen,Tier
Schnabeltier,nomen,Tier
Zwergtaucher,nomen,Tier
Schwebfliege,nomen,Tier
Winterkönig,nomen,Tier
Sommergewitter,nomen,natPhaenomen
Mittsommernacht,nomen,natPhaenomen
Meeresluft,nomen,natPhaenomen
Luftwirbel,nomen,natPhaenomen
Wasserwirbel,nomen,natPhaenomen
Urnebel,nomen,natPhaenomen
Seitenwind,nomen,natPhaenomen
Meeresleuchten,nomen,natPhaenomen
Grain,nomen,natPhaenomen
Bewölkung,nomen,natPhaenomen
Wüstensturm,nomen,natPhaenomen
Schneeschauer,nomen,natPhaenomen
Frühjahrssturm,nomen,natPhaenomen
Speichelfluss,nomen,natPhaenomen
Kalkgestein,nomen,natGegenstand
Felsenstein,nomen,natGegenstand
Bodengrund,nomen,natGegenstand
Eibenholz,nomen,natGegenstand
Schlammboden,nomen,natGegenstand
Muschelkalk,nomen,natGegenstand
hindurchscheinen,verben,natPhaenomen
umstrahlen,verben,natPhaenomen
baumreich,adj,natPhaenomen
moosig,adj,natPhaenomen
Dolomit,nomen,natGegenstand
Südsüdost,nomen,natPhaenomen
Saibling,nomen,Tier
Garnele,nomen,Tier
Seelachs,nomen,Tier
Tuff,nomen,natGegenstand
Sämerei,nomen,Pflanze
Turbulenz,nomen,natPhaenomen
Herzgespann,nomen,Pflanze
Ölfrucht,nomen,Pflanze
Froschbiss,nomen,Pflanze
Glockenheide,nomen,Pflanze
Wasserminze,nomen,Pflanze
Laubgehölz,nomen,Pflanze
Kakaobohne,nomen,Pflanze
Seitenzweig,nomen,Pflanze
Zierblume,nomen,Pflanze
Christrose,nomen,Pflanze
Rosmarinheide,nomen,Pflanze
Taubnessel,nomen,Pflanze
Bärenlauch,nomen,Pflanze
Wiesenschwingel,nomen,Pflanze
Arzneipflanze,nomen,Pflanze
Araukarie,nomen,Pflanze
Pfahlwurzel,nomen,Pflanze
Felber,nomen,Pflanze
Pflanzenzelle,nomen,Pflanze
Silberweide,nomen,Pflanze
Sonnentau,nomen,Pflanze
Krapp,nomen,Pflanze
Zirbel,nomen,Pflanze
Pfefferminze,nomen,Pflanze
Vogelnestwurz,nomen,Pflanze
Blauschimmel,nomen,Pflanze
Steinkauz,nomen,Tier
Auerhenne,nomen,Tier
Flugsaurier,nomen,Tier
Milchvieh,nomen,Tier
Riesenhirsch,nomen,Tier
Kasuar,nomen,Tier
Tagfalter,nomen,Tier
Heuhüpfer,nomen,Tier
Puffotter,nomen,Tier
Vierbeiner,nomen,Tier
Leittier,nomen,Tier
Moorhuhn,nomen,Tier
Urvogel,nomen,Tier
Teichhuhn,nomen,Tier
Walddrossel,nomen,Tier
Schnarrheuschrecke,nomen,Tier
Dschinn,nomen,Tier
Amöbe,nomen,Tier
Tiefseefisch,nomen,Tier
Jägerhütchen,nomen,Tier
Bakterie,nomen,Tier
Sennenhund,nomen,Tier
Herzmuschel,nomen,Tier
Haarwild,nomen,Tier
Feldgrille,nomen,Tier
Grauammer,nomen,Tier
Pfefferfresser,nomen,Tier
Ararauna,nomen,Tier
Taumelkäfer,nomen,Tier
Weidenmeise,nomen,Tier
Meeresungeheuer,nomen,Tier
Hausrotschwanz,nomen,Tier
Auerhuhn,nomen,Tier
Raubsaurier,nomen,Tier
Kojote,nomen,Tier
Waldameise,nomen,Tier
Kleintier,nomen,Tier
Bergmolch,nomen,Tier
Grundel,nomen,Tier
Haubenmeise,nomen,Tier
Kohäsion,nomen,natPhaenomen
Meeresstrom,nomen,natPhaenomen
Vollgas,nomen,natPhaenomen
Nova,nomen,natPhaenomen
Umlagerung,nomen,natPhaenomen
Sturmbö,nomen,natPhaenomen
Pulverschnee,nomen,natPhaenomen
Zimmertemperatur,nomen,natPhaenomen
Kugelblitz,nomen,natPhaenomen
Mahlstrom,nomen,natPhaenomen
Angelusläuten,nomen,natPhaenomen
Erdmagnetismus,nomen,natPhaenomen
Influenz,nomen,natPhaenomen
Maschinenkraft,nomen,natPhaenomen
Klangwelle,nomen,natPhaenomen
Teakholz,nomen,natGegenstand
Eischale,nomen,natGegenstand
Syenit,nomen,natGegenstand
Kalkfels,nomen,natGegenstand
Steinsalz,nomen,natGegenstand
Monolith,nomen,natGegenstand
Marschboden,nomen,natGegenstand
Gartenboden,nomen,natGegenstand
Runenstein,nomen,natGegenstand
schloßen,verben,natPhaenomen
phosphoreszieren,verben,natPhaenomen
hineinregnen,verben,natPhaenomen
baumartig,adj,natPhaenomen
blütenlos,adj,natPhaenomen
spätherbstlich,adj,natPhaenomen
böig,adj,natPhaenomen
nebelverhangen,adj,natPhaenomen
gewitterig,adj,natPhaenomen
Alraune,nomen,Pflanze
Alpaka,nomen,Tier
Haarstern,nomen,Tier
Westnordwest,nomen,natPhaenomen
Miesmuschel,nomen,Tier
Neophyt,nomen,Pflanze
Ammonshorn,nomen,natGegenstand
Interferenz,nomen,natPhaenomen
Mulm,nomen,natGegenstand
Staubbeutel,nomen,Pflanze
Rührmichnichtan,nomen,Pflanze
Kulturpflanze,nomen,Pflanze
Grasnelke,nomen,Pflanze
Thuja,nomen,Pflanze
Bitterklee,nomen,Pflanze
Kornelkirsche,nomen,Pflanze
Schwarzpappel,nomen,Pflanze
Canna,nomen,Pflanze
Meerzwiebel,nomen,Pflanze
Sommerlinde,nomen,Pflanze
Wasserfreund,nomen,Pflanze
Edelraute,nomen,Pflanze
Begonie,nomen,Pflanze
Silberdistel,nomen,Pflanze
Schöllkraut,nomen,Pflanze
Yggdrasil,nomen,Pflanze
Drachenbaum,nomen,Pflanze
Eukalyptus,nomen,Pflanze
Tragant,nomen,Pflanze
Korallenstock,nomen,Pflanze
Schlafbaum,nomen,Pflanze
Blattstiel,nomen,Pflanze
Lotus,nomen,Pflanze
Lerchensporn,nomen,Pflanze
Ruchgras,nomen,Pflanze
Mummel,nomen,Pflanze
Rottanne,nomen,Pflanze
Hausschwamm,nomen,Pflanze
Sommergetreide,nomen,Pflanze
Pfaffenhütchen,nomen,Pflanze
Eisenkraut,nomen,Pflanze
Spitzwegerich,nomen,Pflanze
Wasserschnecke,nomen,Tier
Heidschnucke,nomen,Tier
Haustaube,nomen,Tier
Köcherfliege,nomen,Tier
Prachtkäfer,nomen,Tier
Rötelmaus,nomen,Tier
Goldleiste,nomen,Tier
Sumpfrohrsänger,nomen,Tier
Schuppentier,nomen,Tier
Löwenäffchen,nomen,Tier
Rabenvogel,nomen,Tier
Rädertierchen,nomen,Tier
Wellensittich,nomen,Tier
Winterschläfer,nomen,Tier
Landschildkröte,nomen,Tier
Wollaffe,nomen,Tier
Nachtpfauenauge,nomen,Tier
Amphibie,nomen,Tier
Riesenmuschel,nomen,Tier
Bonito,nomen,Tier
Kutschpferd,nomen,Tier
Wasserspinne,nomen,Tier
Jagdwild,nomen,Tier
Rottweiler,nomen,Tier
Schermaus,nomen,Tier
Krustentier,nomen,Tier
Silberreiher,nomen,Tier
Seelilie,nomen,Tier
Großvieh,nomen,Tier
Feldtaube,nomen,Tier
Steinwild,nomen,Tier
Weißling,nomen,Tier
Landseer,nomen,Tier
Anakonda,nomen,Tier
Spulwurm,nomen,Tier
Quappe,nomen,Tier
Gnu,nomen,Tier
Krickente,nomen,Tier
Zahnlose,nomen,Tier
Kaiseradler,nomen,Tier
Graupapagei,nomen,Tier
Großkopf,nomen,Tier
Kleidermotte,nomen,Tier
Präriehund,nomen,Tier
Insektenfresser,nomen,Tier
Überleben,nomen,natPhaenomen
Schwebung,nomen,natPhaenomen
Fallgeschwindigkeit,nomen,natPhaenomen
Zentripetalkraft,nomen,natPhaenomen
Scheinwerferlicht,nomen,natPhaenomen
Strahlungsenergie,nomen,natPhaenomen
Gegenfeuer,nomen,natPhaenomen
Dampfdruck,nomen,natPhaenomen
Fahrgeschwindigkeit,nomen,natPhaenomen
Gasstrom,nomen,natPhaenomen
Humuserde,nomen,natGegenstand
Moränenschutt,nomen,natGegenstand
Edelholz,nomen,natGegenstand
Meersalz,nomen,natGegenstand
Weidenholz,nomen,natGegenstand
Torfboden,nomen,natGegenstand
Westwand,nomen,natGegenstand
Deckstein,nomen,natGegenstand
Palisander,nomen,natGegenstand
Blutjaspis,nomen,natGegenstand
Treibsand,nomen,natGegenstand
Arkose,nomen,natGegenstand
Kalkschlamm,nomen,natGegenstand
zurückstrahlen,verben,natPhaenomen
hereinscheinen,verben,natPhaenomen
frühsommerlich,adj,natPhaenomen
